,Class,Data,char_length,word_count
68,-1,"vừa ngó qua app trên gplay thấy bị đánh giá tệ quá điểm thấp , lại bắt phải cho truy cập đủ thứ chứ!",101,23
69,-1,"kết nối như thế chắc bác phát điên mất, vì hơi tí là rung. với mình chỉ để cuộc gọi thôi, vì đi đường mình để điện thoại trong balo.minh xài pin tầm tháng rưỡi luôn",156,35
70,-1,theo em thấy thì có 2 vấn đề 1. dây đeo mới cho vào cái hư luôn https drive.google.com file d 0b5hmazf5brury0zun3l3vwmwv2c view?usp sharing 151015 105213.jpg drive.google.com 2. toàn khoản mi khi tạo rồi thì không thể delete được. https drive.google.com file d 0b5hmazf5brurzhlfdfjpchhda3m view?usp sharing xiaomi.png drive.google.com các bác có ý kiến gì không?,364,42
71,-1,"dung trên os chán bo mẹ, chẳng có chức năng gì cả",49,12
72,-1,"nản qá, xài ios không có cái gì ngoài báo thức với nhận cuộc gọi, zalo facebook tin nhắn, phế hết",92,21
73,-1,"mà mở khoá bằng bluetooth mình cảm thấy không hay lắm, để trong túi quần cấn nút nguồn cái nó mở luôn, để điện thoại đâu đó mấy đứa khác nó lén lấy xem japan anti virut thì mệt nữa haaaa, cứ mở khoá bằng vân tay cho chắc cú. gởi từ nokia1202 của tôi",238,54
74,-1,"đã xài qua mi pulse 1s thì thấy nó có 2 cái dở 1 là tracking bước chân và activities không chính xác so với misfit shine, 2 là cực kỳ hao pin điện thoại nếu để nó kết nối bluetooth thường trực. còn một điểm trừ là không coi được giờ. cái điểm trừ được cải thiện với mi band 2 nhưng 2 cái kia không biết sao...",310,69
75,-1,"cá nhân mình xài qua misfit shine thì thấy độ chính xác trong việc tracking activities của xiaomi còn kém lắm. ngồi xe buýt, xe máy mà cũng đếm bước chân. còn shine thì không, shine track được khi nào chơi thể thao hay đang đi xe....",233,47
76,-1,cái vòng này đeo đo vớ vẩn kinh.,32,8
77,-1,con i5 vừa dầy vừa xấu hơn. cảm nhận cá nhân thôi,50,12
78,-1,"hic, mình đã mua, sử dụng hơn 1 tuần thì xảy ra vấn đề lỗi khá nghiêm trọng sau 2 ngày này, giấc ngủ nó không theo dõi nữa, báo là không có data, nhục hơn là nó bị khùng nhập vô thông tin bước đi, trong lúc mình ngủ, nó báo mình đi cả 2 khuyến mãi, vãi đạn, chán ghê các bro xem lỗi ở đây nhé https goo.gl photos dfxh6ykugsxzqrwb6 hic, có ai bị giống mình không?",356,76
79,-1,"thế thì quất thôi, chứ con miband 1s của e bên ios hỗ trợ tệ quá không có chức năng j",82,21
80,-1,ổ cứng dung lượng này thì một thời gian là đầy rất ức chế. mấy con này dùng cho cá nhân thì không ổn roài. lấy con e200 của asus cũng mỏng nhẹ vầy có ổ ssd ngon hơn,161,39
81,-1,"con này các linh kiện hàn chết, khỏi làm module cho đỡ tốn tiền làm cổng kết nối. ce n3060 cõ hỗ trợ sata và pcie và thông số ghi ssd, nhưng thực tế các dòng này chỉ được trang bị emmc cho rẻ. nôm na về bản chất các máy này là mua windows office bản quyền được tặng phần cứng để xài",284,65
82,-1,hóng rx 470 ấy chứ 480 bị chê p p rồi,37,10
83,-1,ời mình mới tìm hiểu thấy thua 960.. với giá khoảng 3tr chơi game cũng ngon lắm rồi,83,18
84,-1,yến vi mà ra con gtx 1060 bản 3gb nữa thì mấy cái đám từ 480 460 chắc bán cho người âm,86,21
85,-1,ôi cái giá. phân khúc tầm trung đây ư,37,9
86,-1,"bác nào có cảm nhận giống mình không vậy? font chữ nhỏ, hiển thị trên trình duyệt font bị lỗi hay sao ấy mà khi gõ chữ trong tìm kiếm google đều hiện chữ to chữ nhỏ nhìn rất khó chịu. cảm nhận đầu tiên khi nâng cấp bản win 10 anniversary này là không thiện cảm rồi. hối hận khi update quá đi",285,64
87,-1,xấu hơn iphone !,16,4
88,-1,"s6 edge iron man vẫn đẹp hơn, màu đen như này không nổi lắm",65,14
89,-1,samsung đang đi đúng hướng... nói thật samsung chỉ cần cải thiện về pin và cả về bảo mật nữa thì cũng đủ để kéo ip lại rồi,122,28
90,-1,ngoài việc chạy theo thì ăn theo cũng là 1 sở trường của samsung!?!,71,14
91,-1,cũng có người ăn theo camera kép của lg cười,43,10
92,-1,kiếm cái logo táo dán lên mặt sau nữa là y chang luôn !,55,14
93,-1,viên pin ít quá. pin 3.200 mah thì quá ngon.,44,10
94,-1,"sau thời gian copy apple ở dòng flagship bị các ném đá, samsung chuyển sang nhái ở các dòng tầm trung ít bị để ý hơn!?!",119,26
95,-1,apple cũng tham gia sản xuất android à ?,40,9
96,-1,hy vọng về vn giá tầm trung. như tầm trung a7 quá đắt! buồn,57,14
97,-1,"ip6. thiết kế quá xấu, 2 cái vạch ăng ten nhìn kinh được. mầu thì mầu con gái bede. giắc cắm với loa thiết kế không đẹp so với s6. nói chung nhìn tổng thể cái ip 6 của ip xấu thậm tệ.xấu không tưởng theo lời sam fan. cuối cùng sau 2 năm học hỏi. a sam đã copy được mẫu ip6 của a táo. lại thêm được cái mầu hồng nam tính fan sung bảo thế .như kiểu thầy làm gì trò làmvậy. mãi mãi chậy theo không thấy mệt nhỉ.",402,95
98,-1,sao chép rẻ tiền thế? sẽ ế là cái chắc.,39,10
99,-1,"đường dài mới biết ngựa hay, xem 3 năm nữa những chiếc galaaxy từng tung hô hơn iphone về mọi mặt xem nó lặn đâu hết . đơn giản nhất hãy lục lại những bài viết cách đây 4 năm khi iphone 5 ra mắt cũng là galaxy s3 ra mắt năm 2012. bây giờ iphone 4 họ vẫn dùng đầy, iphone 5 vẫn chạy mượt mà thì galaxy s3 bói không thấy ai cầm trên tay. đơn giản đồ của anh sam dùng 1 2 năm là bong tróc hỏng bất đắc kỳ lâu tử rồi trong khi tiền sửa quá tiền mua máy khác.",451,105
100,-1,"sao anh không khác đi vậy anh sam sum....! cứ mãi làm giống thế, anh có cái nào đột phá hơn trong thiết kế không....",116,25
101,-1,"con lạy, kiểu dáng nguyên liệu thiết kế đã y chang, y tới cái lỗ loa lỗ mic lỗ jack cũng y chang không muốn nói rồi, giờ tới màu mà cũng y chang chang luôn, không bớt hay thêm đại 1 màu nào đó cho đỡ mag tiếng, lộ quá z rồi sam fan lấy gì mà ăn nói.",241,60
102,-1,thiếu mỗi quả táo ở mặt sau nữa thôi,36,9
103,-1,tôi dùng s7 đây chưa đầy 2 tháng đã chán. sợ luôn anh em nhà họ sam,67,17
104,-1,khuyên thằng em trai mua note 5 giờ nó nói chả ra gì. android chả được mượt siêu phẩm gì vẫn giật lag. cái bút thì ít dùng. thời gian đầu về thì lỏng lắc nhẹ là rơi. nó rút điện thoại ra nghe mạnh tay 1 cái thế là rơi ra đường ô tô cán qua. đi bảo hành ss bảo bị lỗi cái lẫy gì đó. giờ thì nó không rút được ra. ra bảo hành thì bảo không còn nguyên vẹn nên không bảo hành. cái chỗ cắm bút vào thì được tháng đã xước tòe loe. khuyên các bạn đừng mua siêu phẩm của samsung. phần mềm thì quá chậm cập nhật. phần mềm rác thì nhiều vô kể. thật sự quá thất vọng.,556,128
105,-1,từ biệt thương hiệu samsung. mua 1 lần duy nhất và cả đời không mua nữa.,72,16
106,-1,"nói thật là không thích cái màn hình cong tí nào,",49,11
107,-1,"mình cũng vậy từ trước giờ trung thành với iphone ,đang dùng iphone6 ngon lành ,thấy quảng cáo con s6 ngon quá thế là bán con 6 lên s6 dùng thấy rất ưng ý về khoảng camera và thiết kế màn hình đẹp ,lướt web ok nhưng trải nghiệm thua xa con ip6 , về pin thì quá tệ 3000ma nhưng quá nhanh tụt dùng nhiều một ngày sạc hai lần , chơi game thì lag kinh khủng ,bàn phím thì quá chán ,nói chung dùng samsung chỉ được cam ngon thiết kế đẹp còn lại thua xa iphone",458,101
